Estimated owners,Peak CCU,Required age,Price,DLC count,Supported languages,Full audio languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Multiplayer,Genres
0,0,0,0.99,0,1,0,1,0,0,0,0,2,0,0,0,0,3
0,0,0,14.99,1,1,0,1,0,0,0,0,5,0,10,0,0,6
0,0,0,0.99,0,29,29,1,0,0,0,0,55,3,10,0,0,2
2,0,0,5.99,0,6,6,1,1,1,0,0,16,0,0,0,0,1
2,3,0,24.99,0,7,2,1,1,0,0,0,164,208,30,356,0,1
2,0,0,0,0,1,1,1,0,0,0,0,333,31,0,0,0,3
1,4,0,0,9,1,1,1,0,0,0,0,55,23,642,0,0,3
3,13,0,19.99,0,5,0,1,1,1,0,0,2662,167,10,2334,0,2
0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,2
0,0,0,19.99,0,17,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0.99,5,3,3,1,0,0,0,0,0,0,24,0,0,1
4,11,0,24.99,0,11,2,1,0,0,79,0,2835,713,11,3318,0,2
0,0,0,7.99,1,2,0,1,0,0,0,0,15,9,25,0,0,3
0,14,0,29.99,0,5,2,1,0,0,0,0,79,61,115,122,0,1
1,0,0,2.99,0,16,0,1,0,0,0,0,1,0,0,0,1,2
3,5,0,9.99,0,4,2,1,0,0,0,0,769,285,0,957,0,2
0,0,0,0,0,1,0,1,0,0,0,0,17,21,0,0,0,4
2,1,0,9.99,1,1,0,1,0,0,0,0,509,51,82,524,0,4
0,0,0,14.99,0,6,2,1,0,0,0,0,40,4,31,0,0,3
0,0,0,1.99,0,1,1,1,1,0,0,0,13,6,14,0,1,3
0,0,0,14.99,0,1,1,1,1,1,78,0,94,6,30,0,0,3
0,1,0,7.99,1,1,0,1,1,1,0,0,137,23,11,134,1,3
0,0,0,1.99,0,9,2,1,0,0,0,0,5,2,11,0,0,4
1,0,18,7.99,0,1,0,1,1,1,68,0,327,55,0,343,0,1
1,1,0,4.99,2,10,0,1,0,0,0,0,819,41,55,751,0,4
0,0,0,9.99,0,1,1,1,0,0,0,0,15,2,0,0,0,3
0,1,0,17.99,0,1,0,1,0,0,0,0,7,3,15,0,1,1
0,0,0,0,0,1,1,1,0,0,0,0,10,8,12,0,1,4
3,6,0,1.99,2,4,0,1,0,0,0,0,2544,428,56,2857,0,5
4,21,0,1.99,0,1,1,1,0,0,0,0,62,103,0,0,0,3
0,0,0,1.99,0,3,0,1,0,0,0,0,27,11,29,0,0,3
0,5,0,5.69,0,2,2,1,0,0,0,0,0,0,0,0,0,4
0,0,0,2.99,0,1,0,1,0,0,0,0,0,5,0,0,0,1
0,1,0,12.99,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,4.99,0,2,0,1,0,0,0,0,58,80,20,0,0,4
1,12,0,19.99,1,9,0,1,0,0,79,0,436,76,123,448,0,4
0,0,0,14.99,0,3,2,1,1,1,0,0,78,57,0,111,0,3
0,0,0,5.99,0,1,0,1,1,1,0,0,94,23,38,114,0,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,27,0,0,2
0,0,0,0.99,0,2,2,1,0,0,0,0,4,11,0,0,0,4
0,0,0,1.99,0,2,2,1,0,0,0,0,11,4,7,0,0,5
1,0,0,9.99,0,1,1,1,1,1,68,0,184,66,18,154,0,3
0,0,0,6.99,0,1,0,1,0,0,0,0,1,2,0,0,0,4
4,287,0,14.99,0,25,0,1,1,1,0,0,2270,132,0,2287,0,3
0,0,0,19.99,0,1,0,1,1,0,0,0,4,7,0,0,1,3
0,0,0,2.99,0,1,1,1,0,0,0,0,0,13,0,0,0,2
0,0,0,5.99,0,1,0,1,0,0,0,0,24,1,0,0,0,3
0,0,0,0.99,0,7,0,1,0,0,0,0,58,16,6,0,0,1
0,0,0,1.99,0,1,0,1,0,0,0,0,16,6,17,0,0,2
3,0,0,0,0,1,0,1,0,0,0,0,8,4,18,0,1,6
0,0,0,14.99,2,5,2,1,0,0,0,0,77,17,41,0,0,4
1,2,0,1.99,0,1,1,1,1,0,0,0,149,14,0,151,0,1
0,0,0,2.99,0,1,0,1,0,0,0,0,20,7,20,0,0,3
1,7,0,0,0,2,0,1,0,0,0,0,86,13,16,0,0,3
0,14,0,16.99,0,7,0,1,0,0,0,0,307,66,0,311,0,3
0,0,0,14.99,0,2,2,1,0,0,0,0,7,15,0,0,0,2
5,399,0,7.99,1,9,2,1,0,0,72,0,12934,4022,28,12819,0,2
0,0,0,0,0,1,1,1,0,0,0,0,3,2,0,0,0,3
0,0,0,1.99,0,1,1,1,0,0,0,0,7,1,10,0,0,5
0,0,0,2.99,0,1,1,1,0,0,0,0,7,1,17,0,0,2
0,1,0,2.99,0,1,0,1,0,0,0,0,6,0,8,0,0,3
2,7,0,29.99,1,7,3,1,1,1,80,0,781,73,51,562,0,1
0,4,0,6.99,0,1,1,1,0,0,0,0,136,47,0,173,1,1
1,0,0,0,0,1,0,1,1,1,0,0,113,42,18,0,0,3
5,284,0,19.99,0,14,0,1,1,0,79,0,10728,478,25,9965,1,2
0,0,0,0.99,0,1,1,1,1,0,0,0,0,1,0,0,0,1
0,0,0,14.99,0,6,0,1,0,0,0,0,37,14,29,0,1,3
0,0,0,0,0,1,0,1,0,0,0,0,11,11,0,0,1,4
0,4,0,6.99,0,4,4,1,1,1,0,0,140,6,0,103,0,2
0,0,0,9.99,0,1,1,1,0,0,0,0,37,12,0,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,6,0,1,0,0,0,0,14,2,21,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,2,1,0,0,1,2
0,0,0,2.99,0,1,0,1,0,0,0,0,35,2,15,0,1,4
0,0,0,5.99,0,6,0,1,0,0,0,0,35,12,12,0,0,2
0,0,0,14.99,0,1,0,1,0,0,0,0,4,0,0,0,0,1
0,0,0,0.99,0,1,0,1,0,0,0,0,10,1,7,0,0,3
0,0,0,14.99,0,1,0,1,0,0,0,0,2,5,0,0,1,1
0,0,0,3.99,0,1,0,1,0,0,0,0,14,6,24,0,0,2
0,0,0,5.99,0,1,0,1,0,0,0,0,1,2,1,0,0,5
3,0,0,0,5,2,2,1,1,0,0,0,206,77,10,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,58,19,5000,0,0,3
0,0,0,4.99,0,1,1,1,1,0,0,0,4,0,8,0,1,1
0,2,0,9.99,0,1,1,1,0,0,0,0,4,1,13,0,1,1
0,1,0,2.74,0,1,0,1,0,0,0,0,28,10,0,0,0,3
0,1,0,14.99,0,1,1,1,0,0,0,0,45,19,19,0,0,3
0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,5
0,2,0,4.99,0,5,0,1,0,0,0,0,20,2,15,0,1,2
0,0,0,4.99,0,1,0,1,0,0,0,0,6,2,30,0,0,4
0,0,0,2.99,0,6,0,1,0,0,0,0,3,0,13,0,0,3
0,0,0,0.99,0,1,1,1,1,0,0,0,4,6,0,0,0,3
0,1,0,4.99,1,1,0,1,0,0,0,0,6,2,21,0,0,3
1,0,0,2.99,0,1,0,1,0,0,0,0,40,9,42,0,1,2
0,0,0,0,0,1,0,1,1,0,0,0,21,3,14,0,0,3
1,48,0,19.99,0,1,0,1,0,0,0,0,249,8,0,251,0,3
0,0,0,7.99,0,1,0,1,0,0,0,0,3,0,5,0,0,3
0,0,0,14.99,0,1,1,1,0,0,0,0,68,29,18,0,0,7
1,12,0,4.99,0,2,1,1,0,0,0,0,146,32,0,161,1,1
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,10,0,0,4
0,0,0,9.99,0,15,0,1,0,0,0,0,20,2,25,0,0,3
0,0,0,5.99,0,1,0,1,0,0,0,0,4,2,20,0,0,4
0,0,0,4.99,1,2,0,1,0,0,0,0,1,0,7,0,0,2
0,0,0,9.99,0,2,1,1,0,0,0,0,9,2,0,0,0,4
0,0,0,3.99,0,5,0,1,0,0,0,0,3,0,3,0,0,4
4,13,0,5.99,0,1,1,1,0,0,85,0,1427,58,0,1274,1,2
0,3,0,8.99,0,1,1,1,0,0,0,0,220,101,0,273,1,8
0,0,0,0,0,1,0,1,0,0,0,0,12,2,0,0,0,3
0,0,0,2.99,1,1,0,1,1,1,0,0,10,2,5,0,0,2
0,0,0,5.99,1,1,1,1,0,0,0,0,9,1,0,0,0,4
1,1,0,6.99,0,2,0,1,1,1,0,0,179,16,0,173,0,2
4,3,0,3.99,1,12,2,1,0,0,0,0,858,251,52,699,0,3
0,0,0,7.99,0,9,9,1,0,0,0,0,1,2,24,0,1,2
0,1,0,5.99,0,1,0,1,0,0,0,0,25,13,0,0,0,2
0,0,0,1.99,0,12,0,1,0,0,0,0,1,13,0,0,0,2
0,1,0,1.99,0,4,0,1,0,0,0,0,0,0,20,0,0,3
0,0,0,9.99,0,2,0,1,0,0,0,0,14,7,15,0,0,1
0,0,0,1.99,0,1,0,1,0,1,0,0,1,0,10,0,0,3
0,0,0,9.99,0,1,1,1,0,0,0,0,1,0,16,0,0,3
1,5,0,11.99,0,6,0,1,1,1,0,0,441,112,20,397,0,3
0,0,0,3.24,0,3,0,1,0,0,0,0,1,3,30,0,1,7
0,0,0,11.99,0,2,1,1,0,0,0,0,13,8,0,0,1,1
0,0,0,4.99,0,2,0,1,0,0,0,0,1,4,40,0,0,3
0,0,0,11.99,1,1,0,1,0,0,0,0,34,1,0,0,0,1
0,0,0,3.99,0,1,1,1,0,0,0,0,38,5,1,0,0,2
3,1,0,3.99,3,2,0,1,1,0,0,0,180,91,41,227,0,2
3,5,0,12.99,0,1,1,1,1,0,84,0,1592,153,35,969,0,3
0,0,0,4.99,0,2,2,1,1,0,0,0,8,1,0,0,0,6
0,0,0,2.99,0,7,0,1,1,0,0,0,49,11,45,0,0,2
3,0,0,1.99,0,20,0,1,1,1,0,0,176,140,16,0,1,2
0,0,0,12.99,0,17,0,1,1,0,0,0,28,13,0,0,0,1
0,0,0,1.99,0,1,1,1,0,0,0,0,74,25,16,0,1,4
0,0,0,5.59,23,2,0,1,1,1,0,0,1,2,20,0,1,2
4,0,0,0,0,6,2,1,0,0,0,0,429,398,0,0,1,4
0,0,0,0,0,3,2,1,0,0,0,0,18,8,0,0,0,2
0,0,0,14.99,0,1,0,1,0,0,66,0,19,16,0,0,1,1
0,0,0,0,0,23,0,1,0,0,0,0,29,25,0,0,0,3
3,1,0,0,0,1,0,1,0,0,0,0,357,65,0,0,0,3
0,0,0,12.99,0,3,0,1,0,0,0,0,30,9,42,0,0,2
0,1,0,4.99,0,8,0,1,0,0,0,0,9,2,0,0,0,2
4,5,0,6.99,0,13,13,1,0,0,0,0,2838,304,18,2933,0,4
0,0,0,9.99,0,2,2,1,0,0,0,0,10,1,24,0,0,4
0,0,0,1.99,0,2,0,1,0,0,0,0,12,3,2,0,0,4
0,0,0,24.99,0,1,1,1,0,0,0,0,9,4,0,0,0,20
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,1,3
1,0,0,0.99,0,1,0,1,1,1,0,0,34,70,40,0,0,3
0,0,0,19.99,0,18,0,1,0,0,0,0,160,15,9,133,1,3
0,0,0,6.99,0,7,0,1,1,1,0,0,4,10,9,0,0,6
3,0,0,7.99,0,12,0,1,1,0,0,0,105,39,62,122,0,3
0,0,0,4.99,0,11,2,1,1,1,0,0,1,3,0,0,0,4
0,0,0,17.99,1,7,0,1,0,0,0,0,6,8,0,0,1,3
0,0,0,1.99,0,5,0,1,0,0,0,0,17,2,0,0,0,1
2,0,0,14.99,0,8,0,1,1,1,0,0,200,43,56,203,0,4
1,0,0,4.99,1,1,1,1,0,0,0,0,2,0,10,0,0,3
0,0,0,0,1,1,0,1,0,1,0,0,50,10,17,0,1,4
0,0,0,0.99,0,29,0,1,1,0,0,0,20,3,19,0,0,3
0,0,0,14.99,0,1,0,1,0,0,0,0,17,4,0,0,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,5,5,0,0,0,5
1,0,0,0,0,1,1,1,0,0,0,0,58,35,100,0,1,4
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
0,0,0,5.99,0,2,0,1,0,0,0,0,4,0,0,0,0,4
0,0,0,4.49,1,1,0,1,0,1,0,0,17,3,0,0,1,2
0,0,0,9.99,0,2,2,1,0,0,0,0,0,4,5,0,0,1
4,423,0,19.99,1,13,0,1,1,1,84,0,12760,1082,25,12402,0,3
0,0,0,9.99,0,1,1,1,0,0,0,0,4,2,0,0,0,7
6,1698,0,0,0,2,0,1,0,0,0,0,6329,2074,0,0,1,4
2,13,0,19.99,1,12,2,1,0,0,0,0,752,338,28,943,0,2
0,0,0,4.99,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,8,0,17.99,0,4,1,1,0,0,0,0,14,20,21,0,0,3
0,1,0,9.99,3,9,0,1,0,0,0,0,312,34,17,331,0,1
0,0,0,5.99,0,2,0,1,0,1,0,0,0,1,0,0,0,3
0,0,0,6.99,0,1,1,1,0,0,0,0,3,4,0,0,0,2
0,4,0,24.99,0,3,0,1,1,0,0,0,3,0,0,0,1,3
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,6.99,0,1,1,1,0,0,0,0,7,13,24,0,0,3
0,3,0,6.99,0,11,3,1,1,0,0,0,271,22,37,272,0,2
5,802,0,14.99,1,1,0,1,0,0,0,0,2622,538,85,3080,0,2
6,1189,0,0,0,1,0,1,0,0,0,0,28054,2000,0,252,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,3,0,0,0,0,2
0,0,0,3.99,0,1,0,1,1,1,0,0,5,3,0,0,0,2
3,2,0,14.99,1,10,10,1,1,0,0,0,690,130,39,368,0,1
0,0,0,9.99,0,1,1,1,0,0,0,0,13,3,0,0,0,4
0,0,0,0.99,0,1,0,1,0,1,0,0,1,0,0,0,0,1
0,0,0,9.99,0,1,1,1,0,0,0,0,1,2,0,0,0,2
1,0,0,0.99,0,1,1,1,0,0,0,0,3,1,0,0,0,1
1,1,0,9.99,1,1,0,1,1,0,0,0,299,52,38,283,0,4
0,0,0,4.49,0,1,1,1,0,0,0,0,8,1,0,0,0,1
1,0,0,2.99,0,1,0,1,1,0,0,0,39,15,0,0,0,2
0,0,0,4.99,0,1,0,1,0,0,0,0,4,2,0,0,1,5
1,0,0,0,0,1,0,1,0,0,0,0,38,14,0,0,0,3
3,4,0,19.99,1,6,2,1,1,0,74,0,843,84,31,542,0,1
0,0,0,9.99,0,1,0,1,0,0,0,0,1,1,0,0,0,3
1,0,0,0,0,1,1,1,0,0,0,0,71,27,0,0,1,5
0,0,0,2.99,0,1,1,1,0,0,0,0,2,0,0,0,0,4
0,0,0,29.99,0,1,0,1,0,0,0,0,11,3,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3
1,1,0,4.99,0,1,0,1,0,0,62,0,84,42,0,0,0,1
0,0,0,5.99,0,1,0,1,0,0,0,0,1,1,0,0,0,4
0,0,0,24.99,0,1,1,1,1,0,0,0,0,0,53,0,0,3
0,0,0,4.99,0,1,0,1,0,0,0,0,1,0,18,0,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,8,2,4,0,1,3
0,0,0,9.99,0,2,0,1,0,0,0,0,42,7,21,0,0,2
0,0,0,0,0,1,1,1,0,0,0,0,21,7,0,0,0,2
3,23,0,9.99,0,1,0,1,0,0,0,0,834,125,8,921,0,4
0,1,0,9.99,0,7,0,1,0,1,0,0,9,4,13,0,0,3
0,0,0,0.99,0,11,0,1,0,0,0,0,10,3,0,0,0,3
0,0,0,0,0,8,2,1,1,0,0,0,485,101,0,0,1,4
0,0,0,0.99,0,1,1,1,0,0,0,0,7,0,0,0,0,3
0,0,0,8.99,0,3,0,1,0,0,0,0,14,9,30,0,0,5
1,0,0,0,0,1,0,1,1,0,0,0,14,19,0,0,0,1
1,6,0,0,0,18,0,1,0,0,0,0,30,16,0,0,1,4
5,50,0,24.99,0,5,0,1,0,0,71,0,2083,329,0,867,1,1
0,0,0,0,1,1,1,1,0,0,0,0,11,4,0,0,1,4
0,0,0,8.99,0,2,1,1,0,0,0,0,69,3,0,0,0,2
8,4383,17,19.99,1,9,0,1,0,0,94,0,293938,16035,75,179390,0,1
1,1,0,9.99,0,23,0,1,1,1,0,0,247,134,24,0,0,4
0,0,0,0.99,0,1,1,1,1,0,0,0,9,5,0,0,0,4
0,0,0,2.99,0,3,0,1,0,1,0,0,2,1,0,0,0,1
0,0,0,0.99,0,1,0,1,0,0,0,0,3,0,0,0,0,2
5,8,0,9.99,0,1,1,1,1,0,77,0,8219,520,35,3681,0,1
3,16,0,19.99,1,7,0,1,1,1,81,0,1397,676,98,1544,0,2
0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,3
0,0,0,7.99,0,1,0,1,0,0,0,0,3,3,36,0,0,1
0,0,0,0,0,2,0,1,0,0,0,0,16,18,6,0,1,5
0,0,0,3.99,0,2,0,1,1,0,0,0,3,0,0,0,0,4
4,110,0,9.99,1,2,0,1,0,0,0,0,3777,3192,0,5436,1,4
4,0,0,6.99,0,1,0,1,0,0,0,0,1,0,0,0,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,0,3,0,0,0,6
0,1,0,24.99,0,2,0,1,0,0,0,0,0,0,0,0,0,2
5,2373,0,34.99,4,18,2,1,0,0,73,0,23908,2465,44,21947,0,4
0,0,0,13.99,0,1,1,1,0,0,0,0,0,0,0,0,0,4
0,0,0,17.99,0,1,1,1,0,0,0,0,21,34,21,0,0,3
0,25,0,14.99,0,1,0,1,0,0,0,0,24,1,0,0,0,4
3,0,0,5.99,0,1,0,1,0,0,0,0,24,42,7,0,1,4
0,0,0,0,0,1,1,1,0,0,0,0,5,2,0,0,0,3
0,2,0,29.99,0,4,2,1,0,0,0,0,165,2,0,160,0,2
0,0,0,0.99,0,1,0,1,1,1,0,0,23,2,15,0,0,2
3,1,0,2.99,1,1,0,1,1,1,0,0,903,303,10,278,0,3
0,0,0,1.99,0,1,1,1,0,0,0,0,0,0,10,0,0,3
1,0,0,0,0,1,0,1,1,1,0,0,692,106,35,0,0,2
0,7,0,4.99,0,1,0,1,0,0,0,0,23,0,26,0,0,2
0,0,0,0.99,2,1,0,1,0,0,0,0,0,0,40,0,0,2
0,1,0,0,0,1,1,1,0,0,0,0,132,18,10,107,0,4
0,0,0,3.99,0,2,0,1,0,0,0,0,5,6,5,0,0,2
0,0,0,1.99,1,2,2,1,0,0,0,0,21,1,0,0,0,3
2,1,0,14.99,0,1,1,1,1,0,0,0,86,479,0,423,0,5
0,0,0,0,0,1,0,1,1,1,0,0,90,37,0,120,0,6
0,0,0,3.99,1,1,1,1,0,0,0,0,6,1,12,0,0,2
0,0,0,9.99,0,29,0,1,1,1,0,0,11,7,6,0,0,6
1,24,0,9.99,1,9,3,1,1,1,0,0,575,82,15,591,0,2
0,0,0,5.09,0,1,1,1,0,0,0,0,25,12,0,0,0,3
0,0,0,3.99,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,9.99,0,1,0,1,0,0,0,0,4,4,16,0,1,3
0,0,0,7.99,0,1,1,1,0,0,0,0,4,0,0,0,1,4
0,0,0,5.99,0,8,0,1,0,0,0,0,15,2,15,0,0,4
0,0,0,5.99,0,3,0,1,0,0,0,0,10,3,13,0,1,2
0,0,0,12.99,0,1,1,1,0,0,0,0,0,1,0,0,1,3
0,0,0,0,0,1,1,1,0,0,0,0,5,2,10,0,0,5
0,0,0,4.99,0,1,0,1,1,0,0,0,11,0,0,0,0,1
0,2,0,14.99,0,1,1,1,0,0,83,0,243,70,44,289,1,2
3,159,0,24.99,0,1,0,1,1,1,0,0,1715,56,34,1679,0,4
0,1,0,4.99,0,5,0,1,0,1,0,0,58,3,24,0,0,2
0,0,0,2.99,0,1,0,1,0,0,0,0,0,1,0,0,0,4
0,0,0,4.99,0,4,0,1,0,0,0,0,3,2,0,0,0,1
0,3,0,2.99,0,1,0,1,0,0,0,0,4,0,6,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,2,0,8,0,0,3
0,0,0,0.99,0,6,0,1,0,0,0,0,6,0,15,0,0,4
0,0,0,5.99,0,1,0,1,0,0,0,0,9,0,0,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,4,1,0,0,0,2
1,4,0,14.99,0,7,0,1,0,0,0,0,208,29,12,226,1,1
0,0,0,19.99,0,13,2,1,0,0,58,0,32,35,25,0,0,3
0,0,0,0.99,0,1,1,1,0,0,0,0,39,33,5000,0,0,5
0,0,0,1.99,0,1,1,1,0,0,0,0,17,4,16,0,0,1
1,0,0,9.99,0,3,3,1,1,1,61,0,171,46,14,153,0,2
6,806,0,29.99,14,12,0,1,0,0,81,0,26775,3988,20,23278,1,5
0,0,0,14.99,0,1,1,1,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,1,0,1,1,0,0,0,5,3,51,0,1,2
0,0,0,10.79,0,1,1,1,1,1,0,0,82,56,13,0,0,3
5,4,0,0,0,1,1,1,0,0,0,0,2516,726,36,304,1,5
0,0,0,0.54,0,2,0,1,0,0,0,0,12,0,50,0,0,1
0,0,0,14.99,0,4,0,1,0,0,0,0,41,18,13,0,0,3
0,0,0,19.99,0,14,2,1,0,0,0,0,200,51,20,224,0,3
0,0,0,10.99,0,1,1,1,0,0,0,0,37,41,0,0,0,2
0,0,0,10.19,0,2,2,1,0,0,0,0,17,4,33,0,0,5
0,0,0,3.99,0,2,0,1,0,0,0,0,2,0,0,0,0,1
0,0,0,2.99,0,1,0,1,1,0,0,0,10,0,5,0,0,2
2,0,0,3.99,0,2,0,1,0,1,0,0,445,132,15,426,0,7
3,22,0,9.99,0,1,0,1,0,0,62,0,981,1261,0,2164,1,1
1,4,0,9.99,1,4,0,1,0,0,0,0,58,7,28,0,0,2
0,2,0,18.99,0,1,0,1,0,0,0,0,166,34,0,184,1,3
0,0,0,4.99,0,1,0,1,1,1,0,0,1,2,6,0,0,2
0,0,0,9.99,0,1,1,1,1,0,0,0,90,37,18,0,0,2
0,1,0,0.99,0,1,1,1,0,0,0,0,100,45,0,135,0,3
0,1,0,11.24,0,3,2,1,0,0,0,0,88,10,16,0,0,1
0,0,0,0.99,0,1,0,1,0,0,0,0,1,0,68,0,0,2
0,0,0,2.99,0,2,0,1,0,0,0,0,24,7,0,0,0,3
0,1,0,9.99,0,2,2,1,0,0,0,0,7,0,0,0,1,5
0,0,0,9.99,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,4.99,1,1,1,1,1,0,0,0,10,9,0,0,0,4
0,0,0,5.99,0,11,0,1,1,0,0,0,92,5,19,0,0,3
0,0,0,5.99,0,8,0,1,1,0,0,0,12,8,14,0,0,3
0,0,0,0.99,0,1,1,1,0,0,0,0,17,38,0,0,0,4
0,0,0,8.99,0,2,2,1,0,0,0,0,46,16,0,0,0,3
0,0,0,4.99,0,1,0,1,1,0,0,0,3,0,38,0,0,1
6,1094,0,0,0,1,0,1,0,0,92,0,13620,799,0,11225,1,1
0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,3
2,0,0,14.99,1,1,0,1,1,1,71,0,344,97,31,184,0,4
2,0,0,12.99,0,4,0,1,1,0,0,0,9,3,0,0,0,1
8,2753,0,19.99,0,11,0,1,0,0,0,0,82947,6429,0,80271,1,5
1,0,0,2.99,0,1,1,1,1,0,0,0,4,4,0,0,1,4
0,0,0,14.99,0,3,0,1,1,0,0,0,30,11,40,0,1,2
0,0,0,2.99,0,1,0,1,0,0,0,0,2,0,0,0,1,1
1,1,0,14.99,0,5,2,1,0,0,0,0,328,21,47,331,0,5
0,0,0,3.99,0,2,2,1,0,0,0,0,9,7,0,0,0,4
0,0,0,9.99,0,1,1,1,0,0,0,0,1,0,0,0,0,1
3,95,0,9.99,0,6,6,1,0,0,0,0,1866,467,14,2037,1,2
1,0,0,3.99,0,1,0,1,0,0,0,0,8,5,0,0,0,4
0,0,0,17.99,0,1,1,1,0,0,0,0,2,6,0,0,0,5
0,1,0,19.99,0,3,2,1,0,0,0,0,96,32,0,107,0,4
2,0,0,4.99,0,1,0,1,0,0,0,0,1,1,0,0,0,3
0,0,0,14.99,0,1,1,1,0,0,0,0,21,1,0,0,1,5
0,0,0,1.99,0,1,0,1,0,0,0,0,1,0,17,0,0,2
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,9,8,3,0,0,2
0,0,0,9.99,0,2,0,1,0,0,0,0,0,4,4,0,0,3
4,1,18,1.99,0,1,1,1,0,0,0,0,826,343,8,1004,0,4
0,0,0,1.99,0,1,0,1,0,0,0,0,15,0,4,0,0,2
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
0,1,0,9.99,0,5,0,1,1,1,0,0,0,0,12,0,0,1
0,0,0,9.99,0,1,1,1,0,0,0,0,38,14,18,0,0,5
0,0,0,8.99,0,2,0,1,0,0,0,0,6,0,0,0,0,3
0,0,0,8.99,0,10,2,1,0,0,0,0,21,12,9,0,0,5
0,0,0,12.99,0,1,1,1,0,0,0,0,3,1,60,0,0,5
0,0,17,29.99,0,1,1,1,0,0,0,0,30,19,18,0,0,3
2,0,0,0,0,1,1,1,0,0,0,0,38,11,0,0,1,1
0,0,0,4.99,0,1,0,1,0,0,0,0,2,2,0,0,0,1
0,0,0,4.99,0,1,1,1,0,0,0,0,2,4,27,0,0,3
0,0,0,0.99,0,1,0,1,1,1,0,0,2,1,0,0,0,3
3,1,0,9.99,1,3,0,1,1,1,62,0,2038,147,14,1601,0,1
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4
0,0,0,4.99,0,1,1,1,0,0,0,0,9,0,12,0,0,3
0,0,0,4.99,1,1,0,1,1,0,0,0,6,0,0,0,0,1
0,0,0,1.99,0,1,0,1,0,0,0,0,69,2,11,0,0,4
3,42,0,7.49,3,12,0,1,0,0,0,0,2717,709,50,2514,1,1
0,0,0,0,1,1,0,1,1,0,0,0,118,14,6,0,0,3
0,0,13,3.99,0,1,1,1,0,0,0,0,0,0,0,0,0,4
0,0,0,18.99,0,2,2,1,0,0,0,0,59,21,0,0,1,4
0,0,0,0.99,0,8,0,1,1,0,0,0,2,10,0,0,1,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
6,109,0,19.99,1,15,2,1,1,1,0,0,17104,955,27,15057,1,2
0,0,0,9.99,0,2,2,1,0,0,0,0,9,1,27,0,0,4
0,0,0,9.99,0,2,2,1,0,0,0,0,4,1,0,0,0,5
4,4,0,9.99,0,3,0,1,0,0,56,0,238,208,57,299,1,2
0,0,0,4.99,0,1,1,1,0,0,0,0,7,0,6,0,0,3
2,0,0,2.99,0,1,0,1,1,1,0,0,1,14,53,0,0,2
0,0,0,7.99,1,4,0,1,0,0,0,0,1,0,21,0,0,4
0,0,0,2.99,0,1,0,1,1,0,0,0,41,6,18,0,0,1
0,0,0,14.99,0,1,1,1,0,0,0,0,14,2,6,0,0,4
1,8,0,9.99,1,29,0,1,0,0,84,0,0,0,13,476,0,3
2,1,0,4.99,0,1,1,1,0,0,0,0,35,29,13,0,0,5
0,0,0,0.99,0,1,1,1,0,0,0,0,32,24,5000,0,0,3
0,0,0,7.99,0,11,0,1,0,0,0,0,32,6,15,0,1,3
1,0,0,14.99,0,1,0,1,1,1,0,0,127,68,18,163,0,3
1,0,0,1.99,0,1,0,1,0,0,0,0,18,8,0,0,0,4
3,6,0,39.99,1,10,3,1,0,0,0,0,469,350,13,334,1,2
1,0,0,1.99,0,4,2,1,0,0,0,0,1,0,3,0,0,2
2,1,0,9.99,0,5,4,1,0,0,0,0,188,113,0,259,1,1
